(35.549091+472.616867j),(35.6957298956+472.35663409j),(35.8427939102+472.096641188j),(35.9902826509+471.83688899j),(36.1381957237+471.577378188j),(36.2865327336+471.318109476j),(36.4352932842+471.059083548j),(36.5844769783+470.800301093j),(36.7340834174+470.541762805j),(36.8841122018+470.283469372j),(37.0345629308+470.025421486j),(37.1854352025+469.767619836j),(37.3367286139+469.51006511j),(37.4884427609+469.252757996j),(37.6405772383+468.995699182j),(37.7931316396+468.738889353j),(37.9461055574+468.482329197j),(38.099498583+468.226019398j),(38.2533103068+467.969960642j),(38.4075403178+467.714153611j),(38.5621882041+467.458598989j),(38.7172535527+467.20329746j),(38.8727359493+466.948249704j),(39.0286349785+466.693456404j),(39.184950224+466.438918239j),(39.3416812683+466.18463589j),(39.4988276926+465.930610036j),(39.6563890772+465.676841355j),(39.8143650013+465.423330526j),(39.9727550429+465.170078225j),(40.1315587789+464.917085128j),(40.290775785+464.664351913j),(40.4504056361+464.411879253j),(40.6104479057+464.159667823j),(40.7709021663+463.907718298j),(40.9317679893+463.656031349j),(41.0930449451+463.404607649j),(41.2547326028+463.15344787j),(41.4168305306+462.902552682j),(41.5793382954+462.651922757j),(41.7422554632+462.401558762j),(41.9055815988+462.151461368j),(42.0693162659+461.901631242j),(42.2334590272+461.652069051j),(42.3980094443+461.402775461j),(42.5629670775+461.15375114j),(42.7283314863+460.904996752j),(42.894102229+460.656512962j),(43.0602788628+460.408300433j),(43.2268609437+460.160359828j),(43.3938480268+459.912691809j),(43.5612396661+459.665297039j),(43.7290354144+459.418176178j),(43.8972348236+459.171329885j),(44.0658374443+458.924758821j),(44.2348428262+458.678463644j),(44.4042505179+458.432445012j),(44.5740600668+458.186703583j),(44.7442710194+457.941240011j),(44.914882921+457.696054954j),(45.0858953158+457.451149066j),(45.2573077471+457.206523001j),(45.429119757+456.962177412j),(45.6013308866+456.718112953j),(45.7739406759+456.474330276j),(45.9469486637+456.23083003j),(46.1203543881+455.987612868j),(46.2941573857+455.744679438j),(46.4683571924+455.50203039j),(46.6429533428+455.259666371j),(46.8179453705+455.01758803j),(46.9933328082+454.775796012j),(47.1691151873+454.534290963j),(47.3452920383+454.293073529j),(47.5218628906+454.052144354j),(47.6988272725+453.811504082j),(47.8761847115+453.571153354j),(48.0539347336+453.331092814j),(48.2320768642+453.091323103j),(48.4106106273+452.85184486j),(48.5895355461+452.612658726j),(48.7688511427+452.373765339j),(48.9485569381+452.135165339j),(49.1286524522+451.896859361j),(49.309137204+451.658848043j),(49.4900107115+451.42113202j),(49.6712724913+451.183711927j),(49.8529220595+450.946588399j),(50.0349589307+450.709762068j),(50.2173826188+450.473233568j),(50.4001926364+450.23700353j),(50.5833884953+450.001072586j),(50.766969706+449.765441365j),(50.9509357783+449.530110497j),(51.1352862207+449.29508061j),(51.3200205407+449.060352332j),(51.5051382451+448.825926291j),(51.6906388392+448.591803112j),(51.8765218275+448.357983421j),(52.0627867137+448.124467843j),
(52.978494+530.812386j),(52.8894780186+530.745143664j),(52.8005867348+530.677736569j),(52.7118204536+530.610164948j),(52.6231794796+530.542429031j),(52.5346641168+530.474529051j),(52.4462746688+530.406465241j),(52.3580114389+530.338237835j),(52.2698747299+530.269847066j),(52.1818648442+530.20129317j),(52.0939820836+530.132576381j),(52.0062267497+530.063696935j),(51.9185991435+529.994655068j),(51.8310995656+529.925451018j),(51.7437283162+529.856085021j),(51.6564856951+529.786557316j),(51.5693720015+529.716868141j),(51.4823875342+529.647017735j),(51.3955325918+529.577006339j),(51.3088074721+529.506834191j),(51.2222124726+529.436501533j),(51.1357478905+529.366008606j),(51.0494140223+529.295355652j),(50.9632111643+529.224542913j),(50.8771396121+529.153570632j),(50.7911996611+529.082439053j),(50.705391606+529.01114842j),(50.6197157412+528.939698977j),(50.5341723607+528.868090969j),(50.4487617579+528.796324642j),(50.3634842258+528.724400243j),(50.278340057+528.652318017j),(50.1933295435+528.580078213j),(50.1084529771+528.507681078j),(50.0237106488+528.43512686j),(49.9391028494+528.362415809j),(49.8546298691+528.289548173j),(49.7702919977+528.216524204j),(49.6860895246+528.14334415j),(49.6020227387+528.070008264j),(49.5180919282+527.996516796j),(49.4342973812+527.92287j),(49.3506393851+527.849068127j),(49.267118227+527.775111432j),(49.1837341932+527.701000166j),(49.1004875699+527.626734586j),(49.0173786428+527.552314945j),(48.9344076968+527.477741499j),(48.8515750166+527.403014504j),(48.7688808864+527.328134216j),(48.6863255899+527.253100892j),(48.6039094102+527.177914789j),(48.5216326302+527.102576166j),(48.4394955321+527.02708528j),(48.3574983976+526.951442391j),(48.2756415081+526.875647758j),(48.1939251444+526.799701642j),(48.1123495867+526.723604302j),(48.030915115+526.647356j),(47.9496220087+526.570956998j),(47.8684705465+526.494407557j),(47.787461007+526.41770794j),(47.7065936679+526.34085841j),(47.6258688068+526.263859232j),(47.5452867006+526.186710668j),(47.4648476256+526.109412984j),(47.384551858+526.031966445j),(47.304399673+525.954371317j),(47.2243913457+525.876627865j),(47.1445271506+525.798736357j),(47.0648073617+525.720697059j),(46.9852322524+525.64251024j),(46.9058020956+525.564176167j),(46.826517164+525.48569511j),(46.7473777296+525.407067338j),(46.6683840637+525.328293119j),(46.5895364373+525.249372726j),(46.5108351211+525.170306427j),(46.432280385+525.091094496j),(46.3538724984+525.011737202j),(46.2756117303+524.932234819j),(46.1974983493+524.852587619j),(46.1195326233+524.772795876j),(46.0417148197+524.692859863j),(45.9640452056+524.612779855j),(45.8865240474+524.532556125j),(45.809151611+524.452188951j),(45.7319281618+524.371678606j),(45.6548539648+524.291025367j),(45.5779292844+524.210229512j),(45.5011543844+524.129291317j),(45.4245295284+524.048211059j),(45.348054979+523.966989018j),(45.2717309988+523.885625471j),(45.1955578494+523.804120698j),(45.1195357923+523.722474978j),(45.0436650882+523.640688592j),(44.9679459974+523.55876182j),(44.8923787797+523.476694942j),(44.8169636944+523.394488242j),
(48.010935+124.300499j),(48.4026596+125.3037302j),(48.7943842+126.3069614j),(49.1861088+127.3101926j),(49.5778334+128.3134238j),(49.969558+129.316655j),(50.3612826+130.3198862j),(50.7530072+131.3231174j),(51.1447318+132.3263486j),(51.5364564+133.3295798j),(51.928181+134.332811j),
(48.429745+129.689214j),(47.9576931+129.5139426j),(47.4856412+129.3386712j),(47.0135893+129.1633998j),(46.5415374+128.9881284j),(46.0694855+128.812857j),(45.5974336+128.6375856j),(45.1253817+128.4623142j),(44.6533298+128.2870428j),(44.1812779+128.1117714j),(43.709226+127.9365j),
(43.648886+128.015933j),(43.3324817+127.2649783j),(43.0160774+126.5140236j),(42.6996731+125.7630689j),(42.3832688+125.0121142j),(42.0668645+124.2611595j),(41.7504602+123.5102048j),(41.4340559+122.7592501j),(41.1176516+122.0082954j),(40.8012473+121.2573407j),(40.484843+120.506386j),
(40.656033+120.134114j),(40.3501393+119.1676295j),(40.0442456+118.201145j),(39.7383519+117.2346605j),(39.4324582+116.268176j),(39.1265645+115.3016915j),(38.8206708+114.335207j),(38.5147771+113.3687225j),(38.2088834+112.402238j),(37.9029897+111.4357535j),(37.597096+110.469269j),
(52.064131+141.283532j),(51.6448754+140.1909208j),(51.2256198+139.0983096j),(50.8063642+138.0056984j),(50.3871086+136.9130872j),(49.967853+135.820476j),(49.5485974+134.7278648j),(49.1293418+133.6352536j),(48.7100862+132.5426424j),(48.2908306+131.4500312j),(47.871575+130.35742j),
(53.891193+536.968208j),(52.5368366+535.7381642j),(51.1824802+534.5081204j),(49.8281238+533.2780766j),(48.4737674+532.0480328j),(47.119411+530.817989j),(45.7650546+529.5879452j),(44.4106982+528.3579014j),(43.0563418+527.1278576j),(41.7019854+525.8978138j),(40.347629+524.66777j),
(51.91232+453.773313j),(50.5483898+455.8309358j),(49.1844596+457.8885586j),(47.8205294+459.9461814j),(46.4565992+462.0038042j),(45.092669+464.061427j),(43.7287388+466.1190498j),(42.3648086+468.1766726j),(41.0008784+470.2342954j),(39.6369482+472.2919182j),(38.273018+474.349541j),
(38.691369+473.978904j),(38.2482763+475.0811861j),(37.8051836+476.1834682j),(37.3620909+477.2857503j),(36.9189982+478.3880324j),(36.4759055+479.4903145j),(36.0328128+480.5925966j),(35.5897201+481.6948787j),(35.1466274+482.7971608j),(34.7035347+483.8994429j),(34.260442+485.001725j),
(51.3648+246.822915j),(49.480045+247.1992623j),(47.59529+247.5756096j),(45.710535+247.9519569j),(43.82578+248.3283042j),(41.941025+248.7046515j),(40.05627+249.0809988j),(38.171515+249.4573461j),(36.28676+249.8336934j),(34.402005+250.2100407j),(32.51725+250.586388j),
(40.086941+110.294864j),(40.5774065+111.6981963j),(41.067872+113.1015286j),(41.5583375+114.5048609j),(42.048803+115.9081932j),(42.5392685+117.3115255j),(43.029734+118.7148578j),(43.5201995+120.1181901j),(44.010665+121.5215224j),(44.5011305+122.9248547j),(44.991596+124.328187j),
(36.152056+518.014804j),(36.9795669+518.5741j),(37.8070778+519.133396j),(38.6345887+519.692692j),(39.4620996+520.251988j),(40.2896105+520.811284j),(41.1171214+521.37058j),(41.9446323+521.929876j),(42.7721432+522.489172j),(43.5996541+523.048468j),(44.427165+523.607764j),
(34.851871+496.092706j),(35.7135163+496.8371019j),(36.5751616+497.5814978j),(37.4368069+498.3258937j),(38.2984522+499.0702896j),(39.1600975+499.8146855j),(40.0217428+500.5590814j),(40.8833881+501.3034773j),(41.7450334+502.0478732j),(42.6066787+502.7922691j),(43.468324+503.536665j),
(39.451109+72.319505j),(40.6700247+71.9893383j),(41.8889404+71.6591716j),(43.1078561+71.3290049j),(44.3267718+70.9988382j),(45.5456875+70.6686715j),(46.7646032+70.3385048j),(47.9835189+70.0083381j),(49.2024346+69.6781714j),(50.4213503+69.3480047j),(51.640266+69.017838j),
(37.387413+309.341183j),(37.9754544+308.924314j),(38.5634958+308.507445j),(39.1515372+308.090576j),(39.7395786+307.673707j),(40.32762+307.256838j),(40.9156614+306.839969j),(41.5037028+306.4231j),(42.0917442+306.006231j),(42.6797856+305.589362j),(43.267827+305.172493j),
(43.485541+304.838578j),(44.1885295+304.8686001j),(44.891518+304.8986222j),(45.5945065+304.9286443j),(46.297495+304.9586664j),(47.0004835+304.9886885j),(47.703472+305.0187106j),(48.4064605+305.0487327j),(49.109449+305.0787548j),(49.8124375+305.1087769j),(50.515426+305.138799j),
(44.679496+191.537115j),(44.4490741+192.6515016j),(44.2186522+193.7658882j),(43.9882303+194.8802748j),(43.7578084+195.9946614j),(43.5273865+197.109048j),(43.2969646+198.2234346j),(43.0665427+199.3378212j),(42.8361208+200.4522078j),(42.6056989+201.5665944j),(42.375277+202.680981j),
(45.342482+428.825379j),(44.9002411+429.9704435j),(44.4580002+431.115508j),(44.0157593+432.2605725j),(43.5735184+433.405637j),(43.1312775+434.5507015j),(42.6890366+435.695766j),(42.2467957+436.8408305j),(41.8045548+437.985895j),(41.3623139+439.1309595j),(40.920073+440.276024j),
(41.55197+180.476881j),(41.9192398+181.3024697j),(42.2865096+182.1280584j),(42.6537794+182.9536471j),(43.0210492+183.7792358j),(43.388319+184.6048245j),(43.7555888+185.4304132j),(44.1228586+186.2560019j),(44.4901284+187.0815906j),(44.8573982+187.9071793j),(45.224668+188.732768j),
(43.784206+356.351405j),(44.5093196+357.7382746j),(45.2344332+359.1251442j),(45.9595468+360.5120138j),(46.6846604+361.8988834j),(47.409774+363.285753j),(48.1348876+364.6726226j),(48.8600012+366.0594922j),(49.5851148+367.4463618j),(50.3102284+368.8332314j),(51.035342+370.220101j),
